source_index,section,section_row,original_english,original_spanish,source_abbreviation,canonical_english,canonical_spanish,action,resulting_id,duplicate_of_source_index,match_method,notes
755,"Symptoms, conditions",137,Side effects,efectos secundarios,,Side effects,efectos secundarios,added,1722,,,
756,"Symptoms, conditions",138,Skin tag,Papiloma Cutáneo,,Skin tag,Papiloma Cutáneo,added,1723,,,
757,"Symptoms, conditions",139,Sneeze,Estornudar,,Sneeze,Estornudar,added,1724,,,
758,"Symptoms, conditions",140,Snore,Roncar,,Snore,Roncar,added,1725,,,
759,"Symptoms, conditions",141,Sore throat,Dolor en la garganta,,Sore throat,Dolor en la garganta,added,1726,,,
760,"Symptoms, conditions",142,Spasms/ Colics,Espasmos/ cólicos,,Spasms/ Colics,Espasmos/ cólicos,added,1727,,,
761,"Symptoms, conditions",143,Spit,Escupir,,Spit,Escupir,added,1728,,,
762,"Symptoms, conditions",144,Spores,Esporas,,Spores,Esporas,added,1729,,,
763,"Symptoms, conditions",145,Spotting,Manchado/ manchas,,Spotting,Manchado/ manchas,added,1730,,,
764,"Symptoms, conditions",146,Sprain,Esguince / torcedura,,Sprain,Esguince / torcedura,updated_existing,10,,exact_english_or_abbreviation,
765,"Symptoms, conditions",147,Stabbing/ Sharp Pain,Dolor punzante,,Stabbing/ Sharp Pain,Dolor punzante,added,1731,,,
766,"Symptoms, conditions",148,Stiffed,Rígido,,Stiffed,Rígido,added,1732,,,
767,"Symptoms, conditions",149,Strained Muscle,Distensión Muscular,,Strained Muscle,Distensión Muscular,added,1733,,,
768,"Symptoms, conditions",150,Stuffy Nose,Nariz tapada,,Stuffy Nose,Nariz tapada,added,1734,,,
769,"Symptoms, conditions",151,Sty,Orzuelo,,Sty,Orzuelo,consolidated_source_duplicate,1409,320,,
770,"Symptoms, conditions",152,Suicidal Thoughts,Pensamientos Suicidas,,Suicidal Thoughts,Pensamientos Suicidas,added,1735,,,
771,"Symptoms, conditions",153,Swelling,Hinchazón,,Swelling,Hinchazón,added,1736,,,
772,"Symptoms, conditions",154,Tachycardia,Taquicardia,,Tachycardia,Taquicardia,added,1737,,,
773,"Symptoms, conditions",155,Tantrum,Berrinche,,Tantrum,Berrinche,added,1738,,,
774,"Symptoms, conditions",156,Tenderness,Sensibilidad (con dolor),,Tenderness,Sensibilidad (con dolor),added,1739,,,
775,"Symptoms, conditions",157,Drooling,Babear (botar saliva),,Drooling,Babear (botar saliva),added,1740,,,
776,"Symptoms, conditions",158,Thickening,Engrosamiento,,Thickening,Engrosamiento,added,1741,,,
777,"Symptoms, conditions",159,Tingling,Hormigueo,,Tingling,Hormigueo,added,1742,,,
778,"Symptoms, conditions",160,Tinnitus,Tinnitus,,Tinnitus,Tinnitus,added,1743,,,
779,"Symptoms, conditions",161,To have (a test/surgery) done,Hacerse una prueba / una cirugía,,To have (a test/surgery) done,Hacerse una prueba / una cirugía,added,1744,,,
780,"Symptoms, conditions",162,Tremors,Temblores,,Tremors,Temblores,added,1745,,,
781,"Symptoms, conditions",163,Triggers,Desencadenantes,,Triggers,Desencadenantes,added,1746,,,
782,"Symptoms, conditions",164,Triglycerides,Triglicéridos,,Triglycerides,Triglicéridos,added,1747,,,
783,"Symptoms, conditions",165,Tumor,Tumor,,Tumor,Tumor,added,1748,,,
784,"Symptoms, conditions",166,Twitch,Tic nervioso,,Twitch,Tic nervioso,added,1749,,,
785,"Symptoms, conditions",167,Upset Stomach,Malestar Estomacal,,Upset Stomach,Malestar Estomacal,added,1750,,,
786,"Symptoms, conditions",168,Varicose Veins,Várices,,Varicose Veins,Várices,added,1751,,,
787,"Symptoms, conditions",169,Vomit/ throw up,Vomitar,,Vomit/ throw up,Vomitar,added,1752,,,
788,"Symptoms, conditions",170,Wart,Verruga,,Wart,Verruga,added,1753,,,
789,"Symptoms, conditions",171,Watery eyes,Ojos llorosos,,Watery eyes,Ojos llorosos,consolidated_source_duplicate,1411,322,,
790,"Symptoms, conditions",172,Weight loss,Pérdida de peso,,Weight loss,Pérdida de peso,added,1754,,,
791,"Symptoms, conditions",173,Welt,"Grano, roncha",,Welt,"Grano, roncha",added,1755,,,
792,"Symptoms, conditions",174,Wheezing,Silbido en el pecho/ sibilancias,,Wheezing,Silbido en el pecho/ sibilancias,added,1756,,,
793,"Symptoms, conditions",175,Whiplash,Hiperextensión Cervical /Latigazo,,Whiplash,Hiperextensión Cervical /Latigazo,updated_existing,769,,manual_existing_map,
794,"Symptoms, conditions",176,Withdrawal,Abstinencia,,Withdrawal,Abstinencia,added,1757,,,
795,Types of pain,1,Achy pain,Dolor molesto,,Achy pain,Dolor molesto,added,1758,,,
796,Types of pain,2,Acute Pain,Dolor agudo,,Acute Pain,Dolor agudo,added,1759,,,
797,Types of pain,3,Burning Pain,Dolor ardiente,,Burning Pain,Dolor ardiente,added,1760,,,
798,Types of pain,4,Chronic Pain,Dolor crónico,,Chronic Pain,Dolor crónico,added,1761,,,
799,Types of pain,5,Crushing Pain,Dolor opresivo,,Crushing Pain,Dolor opresivo,added,1762,,,
800,Types of pain,6,Dull pain,Dolor sordo,,Dull pain,Dolor sordo,added,1763,,,
801,Types of pain,7,Excruciating Pain / Unbearable pain,Dolor insoportable,,Excruciating Pain / Unbearable pain,Dolor insoportable,added,1764,,,
802,Types of pain,8,Fleeting Pain,Dolor fugáz / pasajero,,Fleeting Pain,Dolor fugáz / pasajero,added,1765,,,
803,Types of pain,9,Mild/ Slight pain,Dolor leve,,Mild/ Slight pain,Dolor leve,added,1766,,,
804,Types of pain,10,Numbing pain,Dolor entumecido,,Numbing pain,Dolor entumecido,added,1767,,,
805,Types of pain,11,Pins and needles,Sensación de piquetes,,Pins and needles,Sensación de piquetes,added,1768,,,
806,Types of pain,12,Sharp Pain,Dolor intenso,,Sharp Pain,Dolor intenso,added,1769,,,
807,Types of pain,13,Stabbing Pain,Dolor Punzante,,Stabbing Pain,Dolor Punzante,added,1770,,,
808,Types of pain,14,Sudden Pain,Dolor Súbito,,Sudden Pain,Dolor Súbito,added,1771,,,
809,Types of pain,15,Throbbing pain,Dolor pulsante/ palpitante,,Throbbing pain,Dolor pulsante/ palpitante,added,1772,,,
810,Types of medications,1,Antacid,Antiácido,,Antacid,Antiácido,added,1773,,,
811,Types of medications,2,Anti convulsant,Anticonvulsivo,,Anti convulsant,Anticonvulsivo,added,1774,,,
812,Types of medications,3,Antibiotic,Antibiótico,,Antibiotic,Antibiótico,added,1775,,,
813,Types of medications,4,Antipyretic,Antipirético,,Antipyretic,Antipirético,added,1776,,,
814,Types of medications,5,Antitussive,Antitusivo,,Antitussive,Antitusivo,added,1777,,,
815,Types of medications,6,Capsules,Cápsulas,,Capsules,Cápsulas,added,1778,,,
816,Types of medications,7,Clear liquids,Líquidos transparentes,,Clear liquids,Líquidos transparentes,added,1779,,,
817,Types of medications,8,Condom,Preservativo,,Condom,Preservativo,consolidated_source_duplicate,1039,530,exact_english_or_abbreviation,
818,Types of medications,9,Contraceptive,Anticonceptivo,,Contraceptive,Anticonceptivo,updated_existing,1042,,manual_existing_map,
819,Types of medications,10,Corticosteroids,Corticosteroides,,Corticosteroids,Corticosteroides,added,1780,,,
820,Types of medications,11,Cough drops,Caramelos contra la tos,,Cough drops,Caramelos contra la tos,added,1781,,,
821,Types of medications,12,Diuretic,Diurético,,Diuretic,Diurético,added,1782,,,
822,Types of medications,13,Electrolytes,Electrolitos,,Electrolytes,Electrolitos,added,1783,,,
823,Types of medications,14,Enema,Enema / Lavado Anal,,Enema,Enema / Lavado Anal,consolidated_source_duplicate,1540,468,,
824,Types of medications,15,Fiber,Fibra,,Fiber,Fibra,added,1784,,,
825,Types of medications,16,Gel,Gel,,Gel,Gel,added,1785,,,
826,Types of medications,17,Generic medication,Medicamento genérico,,Generic medication,Medicamento genérico,added,1786,,,
827,Types of medications,18,Herbal tea,Té de hierbas,,Herbal tea,Té de hierbas,added,1787,,,
828,Types of medications,19,Ice pack,Compresa fria,,Ice pack,Compresa fria,consolidated_source_duplicate,1073,556,exact_english_or_abbreviation,
829,Types of medications,20,Implant,Implante,,Implant,Implante,added,1788,,,
830,Types of medications,21,Inhaler,Inhalador,,Inhaler,Inhalador,added,1789,,,
831,Types of medications,22,Inhibitors,Inhibidor,,Inhibitors,Inhibidor,added,1790,,,
832,Types of medications,23,Insulin,Insulina,,Insulin,Insulina,added,1791,,,
833,Types of medications,24,IV Fluids,Líquidos intravenosos,,IV Fluids,Líquidos intravenosos,consolidated_source_duplicate,1078,560,exact_english_or_abbreviation,
834,Types of medications,25,Laxative,Laxante,,Laxative,Laxante,added,1792,,,
835,Types of medications,26,Lozenges/ cough drops,Pastillas para la tos,,Lozenges/ cough drops,Pastillas para la tos,added,1793,,,
836,Types of medications,27,Muscle relaxant,Relajante muscular,,Muscle relaxant,Relajante muscular,added,1794,,,
837,Types of medications,28,Nasal Spray,Atomizador nasal,,Nasal Spray,Atomizador nasal,consolidated_source_duplicate,1093,571,exact_english_or_abbreviation,
838,Types of medications,29,NSAID,Non-steroid Anti Inflammatory Drugs,,NSAID,Non-steroid Anti Inflammatory Drugs,added,1795,,,
839,Types of medications,30,Ointment,Ungüento,,Ointment,Ungüento,consolidated_source_duplicate,1097,575,exact_english_or_abbreviation,
840,Types of medications,31,Over the counter medication,Medicamento de venta libre,,Over the counter medication,Medicamento de venta libre,updated_existing,4,,exact_english_or_abbreviation,
841,Types of medications,32,Overdose,Sobredosis,,Overdose,Sobredosis,added,1796,,,
842,Types of medications,33,Ovules,Óvulos (vaginales),,Ovules,Óvulos (vaginales),added,1797,,,
843,Types of medications,34,Painkiller/ pain reliever,Analgésico,,Painkiller/ pain reliever,Analgésico,added,1798,,,
844,Types of medications,35,Patch,Parche,,Patch,Parche,added,1799,,,
845,Types of medications,36,Pills,Pastillas,,Pills,Pastillas,added,1800,,,
846,Types of medications,37,Powder,Polvo,,Powder,Polvo,added,1801,,,
847,Types of medications,38,Sitz bath,Baños de asiento,,Sitz bath,Baños de asiento,added,1802,,,
848,Types of medications,39,Softgel,Cápsulas de gel,,Softgel,Cápsulas de gel,added,1803,,,
849,Types of medications,40,Space Chamber,Camara espaciadora,,Space Chamber,Camara espaciadora,added,1804,,,
850,Types of medications,41,Steroid,Esteroide,,Steroid,Esteroide,added,1805,,,
851,Types of medications,42,Stool Softener,Ablandador de heces,,Stool Softener,Ablandador de heces,added,1806,,,
852,Types of medications,43,Estrogen,Estrógeno,,Estrogen,Estrógeno,consolidated_source_duplicate,1284,185,,
853,Types of medications,44,Sublingual,Sublingual,,Sublingual,Sublingual,added,1807,,,
854,Types of medications,45,Syrup,Jarabe,,Syrup,Jarabe,consolidated_source_duplicate,1598,606,,
855,Types of medications,46,Tablets,Tabletas,,Tablets,Tabletas,added,1808,,,
856,Types of medications,47,Vaginal cream,Crema Vaginal,,Vaginal cream,Crema Vaginal,added,1809,,,
857,Diseases and Chronic Conditions,1,Alopecia,Alopecia,,Alopecia,Alopecia,added,1810,,,
858,Diseases and Chronic Conditions,2,Alzheimer,Alzheimer,,Alzheimer,Alzheimer,added,1811,,,
859,Diseases and Chronic Conditions,3,Amyotrophic Lateral Sclerosis- ALS,Esclerosis Lateral Amiotrófica,,Amyotrophic Lateral Sclerosis,Esclerosis Lateral Amiotrófica,added,1812,,,Sigla separada del término para mejorar la búsqueda.
860,Diseases and Chronic Conditions,4,Anaphylactic shock,Choque Anafiláctico,,Anaphylactic shock,Choque Anafiláctico,added,1813,,,
861,Diseases and Chronic Conditions,5,Anemia,Anemia,,Anemia,Anemia,added,1814,,,
862,Diseases and Chronic Conditions,6,Aneurysm,Aneurísma,,Aneurysm,Aneurísma,added,1815,,,
863,Diseases and Chronic Conditions,7,Anorexia,Anorexia,,Anorexia,Anorexia,added,1816,,,
864,Diseases and Chronic Conditions,8,Arrhythmia,Arritmia,,Arrhythmia,Arritmia,consolidated_source_duplicate,1614,623,,
865,Diseases and Chronic Conditions,9,Arthritis,Artritis,,Arthritis,Artritis,added,1817,,,
866,Diseases and Chronic Conditions,10,Asthma,Asma,,Asthma,Asma,added,1818,,,
867,Diseases and Chronic Conditions,11,Athlete's foot,Pie de atleta,,Athlete's foot,Pie de atleta,added,1819,,,
868,Diseases and Chronic Conditions,12,Atrial Fibrillation,Fibrilación auricular,,Atrial Fibrillation,Fibrilación auricular,updated_existing,859,,exact_english_or_abbreviation,
869,Diseases and Chronic Conditions,13,Autism,Autismo,,Autism,Autismo,added,1820,,,
870,Diseases and Chronic Conditions,14,Autoimmune disease,Enfermedad autoinmune,,Autoimmune disease,Enfermedad autoinmune,added,1821,,,
871,Diseases and Chronic Conditions,15,Bell Palsy,Parálisis facial/ de Bell,,Bell Palsy,Parálisis facial/ de Bell,added,1822,,,
872,Diseases and Chronic Conditions,16,Bipolar disorder,Trastorno bipolar,,Bipolar disorder,Trastorno bipolar,added,1823,,,
873,Diseases and Chronic Conditions,17,Black Lung Disease,Enfermedad del Pulmón Negro,,Black Lung Disease,Enfermedad del Pulmón Negro,added,1824,,,
874,Diseases and Chronic Conditions,18,Blindness,Ceguera,,Blindness,Ceguera,added,1825,,,
875,Diseases and Chronic Conditions,19,Blood disorders,Trastornos sanguíneos,,Blood disorders,Trastornos sanguíneos,added,1826,,,
876,Diseases and Chronic Conditions,20,Brain Damage,Daño cerebral,,Brain Damage,Daño cerebral,added,1827,,,
877,Diseases and Chronic Conditions,21,Breast Cancer,Cancer de seno,,Breast Cancer,Cancer de seno,added,1828,,,
878,Diseases and Chronic Conditions,22,Breast Engorgement,Congestion mamaria,,Breast Engorgement,Congestion mamaria,consolidated_source_duplicate,1484,400,,
879,Diseases and Chronic Conditions,23,Bulimia Nervosa,Bulimia,,Bulimia Nervosa,Bulimia,added,1829,,,
880,Diseases and Chronic Conditions,24,Bursitis,Bursitis,,Bursitis,Bursitis,added,1830,,,
881,Diseases and Chronic Conditions,25,Carpal Tunnel Syndrome,Síndrome del tunel carpiano,,Carpal Tunnel Syndrome,Síndrome del tunel carpiano,added,1831,,,
882,Diseases and Chronic Conditions,26,Cerebral Palsy,Parálisis cerebral,,Cerebral Palsy,Parálisis cerebral,added,1832,,,
883,Diseases and Chronic Conditions,27,Cervical Cancer,Cáncer del cuello uterino,,Cervical Cancer,Cáncer del cuello uterino,added,1833,,,
884,Diseases and Chronic Conditions,28,Chancre,Chancro,,Chancre,Chancro,added,1834,,,
885,Diseases and Chronic Conditions,29,Chickenpox,Varicela,,Chickenpox,Varicela,added,1835,,,
886,Diseases and Chronic Conditions,30,Chlamydia,Clamidia,,Chlamydia,Clamidia,added,1836,,,
887,Diseases and Chronic Conditions,31,Cholera,Cólera,,Cholera,Cólera,added,1837,,,
888,Diseases and Chronic Conditions,32,Chronic Kidney Disease,Enfermedad Renal Crónica,,Chronic Kidney Disease,Enfermedad Renal Crónica,added,1838,,,
889,Diseases and Chronic Conditions,33,Cleft Palate,Paladar hendido,,Cleft Palate,Paladar hendido,added,1839,,,
890,Diseases and Chronic Conditions,34,Clotting disorder,Trastorno de coagulación,,Clotting disorder,Trastorno de coagulación,added,1840,,,
891,Diseases and Chronic Conditions,35,Colitis,Colitis,,Colitis,Colitis,added,1841,,,
892,Diseases and Chronic Conditions,36,Collapsed Lung,Pulmón Colapsado,,Collapsed Lung,Pulmón Colapsado,added,1842,,,
893,Diseases and Chronic Conditions,37,Coma,Coma,,Coma,Coma,added,1843,,,
894,Diseases and Chronic Conditions,38,Communicable Disease,Enfermedad transmisible,,Communicable Disease,Enfermedad transmisible,added,1844,,,
895,Diseases and Chronic Conditions,39,Concussion,Conmoción cerebral,,Concussion,Conmoción cerebral,added,1845,,,
896,Diseases and Chronic Conditions,40,Congenital heart defects,Defectos cardíacos congénitos,,Congenital heart defects,Defectos cardíacos congénitos,added,1846,,,
897,Diseases and Chronic Conditions,41,Crohn's Disease,Enfermedad de Crohn,,Crohn's Disease,Enfermedad de Crohn,added,1847,,,
898,Diseases and Chronic Conditions,42,Cystic Fibrosis,Fibrósis Quística,,Cystic Fibrosis,Fibrósis Quística,added,1848,,,
899,Diseases and Chronic Conditions,43,Cytomegalovirus (CMV),Citomegalovirus,,Cytomegalovirus (CMV),Citomegalovirus,updated_existing,812,,exact_english_or_abbreviation,
900,Diseases and Chronic Conditions,44,Deafness,Sordera,,Deafness,Sordera,added,1849,,,
901,Diseases and Chronic Conditions,45,Deep Vein Thrombosis (DVT),Trombosis venosa profunda,,Deep Vein Thrombosis (DVT),Trombosis venosa profunda,updated_existing,819,,exact_english_or_abbreviation,
902,Diseases and Chronic Conditions,46,Dementia,Demencia,,Dementia,Demencia,added,1850,,,
903,Diseases and Chronic Conditions,47,Dermatitis,Dermatitis,,Dermatitis,Dermatitis,added,1851,,,
904,Diseases and Chronic Conditions,48,Developmental Delay,Retraso en el desarrollo,,Developmental Delay,Retraso en el desarrollo,added,1852,,,
905,Diseases and Chronic Conditions,49,Diabetes,Diabetes,,Diabetes,Diabetes,added,1853,,,
906,Diseases and Chronic Conditions,50,Diaper rash,Sarpullido / dermatitis por uso pañal,,Diaper rash,Sarpullido / dermatitis por uso pañal,added,1854,,,
907,Diseases and Chronic Conditions,51,Diphtheria,Difteria,,Diphtheria,Difteria,added,1855,,,
908,Diseases and Chronic Conditions,52,Diverticulitis,Diverticulitis,,Diverticulitis,Diverticulitis,added,1856,,,
909,Diseases and Chronic Conditions,53,Down Syndrome,Sídrome de Down,,Down Syndrome,Sídrome de Down,consolidated_source_duplicate,1470,385,,
910,Diseases and Chronic Conditions,54,Dysmenorrhea (Menstrual cramping),Dismenorrea,,Dysmenorrhea (Menstrual cramping),Dismenorrea,added,1857,,,
911,Diseases and Chronic Conditions,55,Dysplasia,Displasia,,Dysplasia,Displasia,added,1858,,,
912,Diseases and Chronic Conditions,56,Dysuria (painful urination),Disuria,,Dysuria (painful urination),Disuria,added,1859,,,
913,Diseases and Chronic Conditions,57,E-Coli,E-coli,,E-Coli,E-coli,added,1860,,,
914,Diseases and Chronic Conditions,58,Ebola Virus,Virus de Ebola,,Ebola Virus,Virus de Ebola,added,1861,,,
915,Diseases and Chronic Conditions,59,Ectopic Pregnancy,Embarazo Ectópico,,Ectopic Pregnancy,Embarazo Ectópico,consolidated_source_duplicate,1492,409,,
916,Diseases and Chronic Conditions,60,Elephantiasis,Elefantiasis,,Elephantiasis,Elefantiasis,added,1862,,,
917,Diseases and Chronic Conditions,61,Encephalitis,Encefalitis,,Encephalitis,Encefalitis,added,1863,,,
918,Diseases and Chronic Conditions,62,Endometriosis,Endometriosis,,Endometriosis,Endometriosis,added,1864,,,
919,Diseases and Chronic Conditions,63,Epilepsy,Epilepsia,,Epilepsy,Epilepsia,added,1865,,,
920,Diseases and Chronic Conditions,64,Epstein-Barr Virus Infection,Infección Viral de Epstein-Barr,,Epstein-Barr Virus Infection,Infección Viral de Epstein-Barr,added,1866,,,
921,Diseases and Chronic Conditions,65,Erectile Dysfunction,Disfunción eréctil,,Erectile Dysfunction,Disfunción eréctil,added,1867,,,
922,Diseases and Chronic Conditions,66,Fatty Liver,Hígado graso,,Fatty Liver,Hígado graso,added,1868,,,
923,Diseases and Chronic Conditions,67,Fetal Distress (fetus),Sufrimiento Fetal,,Fetal Distress (fetus),Sufrimiento Fetal,added,1869,,,
924,Diseases and Chronic Conditions,68,Fibromyalgia,Fibromialgia,,Fibromyalgia,Fibromialgia,added,1870,,,
925,Diseases and Chronic Conditions,69,Flu / Influenza,Gripe/ Influenza,,Flu / Influenza,Gripe/ Influenza,added,1871,,,
926,Diseases and Chronic Conditions,70,Folliculitis,Folliculitis,,Folliculitis,Folliculitis,added,1872,,,
927,Diseases and Chronic Conditions,71,Food Poisoning,Intoxicación Alimenticia,,Food Poisoning,Intoxicación Alimenticia,consolidated_source_duplicate,1660,680,,
928,Diseases and Chronic Conditions,72,Fungal Infection / mycotic inf.,Infección por hongos / inf. micótica,,Fungal Infection / mycotic inf.,Infección por hongos / inf. micótica,added,1873,,,
929,Diseases and Chronic Conditions,73,Gastroenteritis,Gastroenteritis,,Gastroenteritis,Gastroenteritis,added,1874,,,
930,Diseases and Chronic Conditions,74,German Measles / Rubella,Rubeola,,German Measles / Rubella,Rubeola,added,1875,,,
931,Diseases and Chronic Conditions,75,Gestational Diabetes,Diabetes Gestacional,,Gestational Diabetes,Diabetes Gestacional,consolidated_source_duplicate,1495,413,,
932,Diseases and Chronic Conditions,76,Goiter,Bocio,,Goiter,Bocio,added,1876,,,
933,Diseases and Chronic Conditions,77,Gonorrhea,Gonorrea,,Gonorrhea,Gonorrea,added,1877,,,
934,Diseases and Chronic Conditions,78,Gout,Gota,,Gout,Gota,consolidated_source_duplicate,1665,688,,
935,Diseases and Chronic Conditions,79,Group B Strep Infection,Inf. de estreptococo del grupo B,,Group B Strep Infection,Inf. de estreptococo del grupo B,added,1878,,,
936,Diseases and Chronic Conditions,80,Guillain Barre Syndrome,Síndrome de Guillain Barré,,Guillain Barre Syndrome,Síndrome de Guillain Barré,added,1879,,,
937,Diseases and Chronic Conditions,81,"Hand, foot and mouth disease","Enfermedad de manos, pies y boca",,"Hand, foot and mouth disease","Enfermedad de manos, pies y boca",added,1880,,,
938,Diseases and Chronic Conditions,82,Harelip,Labio Leporino,,Harelip,Labio Leporino,added,1881,,,
939,Diseases and Chronic Conditions,83,Hearing Impaired,Sordomudo,,Hearing Impaired,Sordomudo,added,1882,,,
940,Diseases and Chronic Conditions,84,Hearing loss,Pérdida Auditiva,,Hearing loss,Pérdida Auditiva,added,1883,,,
941,Diseases and Chronic Conditions,85,Heart attack,Ataque cardíaco,,Heart attack,Ataque cardíaco,added,1884,,,
942,Diseases and Chronic Conditions,86,Heart murmur,Soplo cardíaco,,Heart murmur,Soplo cardíaco,updated_existing,15,,exact_english_or_abbreviation,
943,Diseases and Chronic Conditions,87,Helicobacter Pylori (H. Pylori),Helicobacter Pylori,,Helicobacter Pylori (H. Pylori),Helicobacter Pylori,added,1885,,,
944,Diseases and Chronic Conditions,88,Hemophilia,Hemofilia,,Hemophilia,Hemofilia,added,1886,,,
945,Diseases and Chronic Conditions,89,Hemorrhoids,Hemorroides,,Hemorrhoids,Hemorroides,added,1887,,,
946,Diseases and Chronic Conditions,90,Hepatitis,Hepatitis,,Hepatitis,Hepatitis,added,1888,,,
947,Diseases and Chronic Conditions,91,Hereditary diseases,Enfermedades Hereditarias,,Hereditary diseases,Enfermedades Hereditarias,added,1889,,,
948,Diseases and Chronic Conditions,92,Herpes,Herpes,,Herpes,Herpes,added,1890,,,
949,Diseases and Chronic Conditions,93,High blood pressure,Presión arterial alta,,High blood pressure,Presión arterial alta,consolidated_source_duplicate,1672,697,,
950,Diseases and Chronic Conditions,94,Hydrocephalus,Hidrocefalia,,Hydrocephalus,Hidrocefalia,added,1891,,,
951,Diseases and Chronic Conditions,95,Hyperglycemia,Hiperglicemia,,Hyperglycemia,Hiperglicemia,added,1892,,,
952,Diseases and Chronic Conditions,96,Hypertension,Hipertensión,,Hypertension,Hipertensión,added,1893,,,
953,Diseases and Chronic Conditions,97,Hyperthyroidism,Hipertiroidismo,,Hyperthyroidism,Hipertiroidismo,added,1894,,,
954,Diseases and Chronic Conditions,98,Hypoglycemia,Hipoglicemia,,Hypoglycemia,Hipoglicemia,added,1895,,,
955,Diseases and Chronic Conditions,99,Hypothyroidism,Hipotiroidismo,,Hypothyroidism,Hipotiroidismo,added,1896,,,
956,Diseases and Chronic Conditions,100,Hypotonia,Hipotonía,,Hypotonia,Hipotonía,added,1897,,,
957,Diseases and Chronic Conditions,101,Impetigo,Impétigo,,Impetigo,Impétigo,added,1898,,,
958,Diseases and Chronic Conditions,102,Infertility,Infertilidad,,Infertility,Infertilidad,consolidated_source_duplicate,1497,415,,
959,Diseases and Chronic Conditions,103,Inflammatory bowel disease- IBD,Enf. Inflamatoria de los intestinos,,Inflammatory bowel disease,Enf. Inflamatoria de los intestinos,added,1899,,,Sigla separada del término para mejorar la búsqueda.
960,Diseases and Chronic Conditions,104,Intellectual Disability,Discapacidad Intelectual,,Intellectual Disability,Discapacidad Intelectual,added,1900,,,
961,Diseases and Chronic Conditions,105,Jaundice,Ictericia,,Jaundice,Ictericia,consolidated_source_duplicate,1498,416,,
962,Diseases and Chronic Conditions,106,Kawasaki Disease,Enfermedad de kawasaki,,Kawasaki Disease,Enfermedad de kawasaki,added,1901,,,
963,Diseases and Chronic Conditions,107,Kidney Failure / Renal Failure,Insuficiencia Renal,,Kidney Failure / Renal Failure,Insuficiencia Renal,added,1902,,,
964,Diseases and Chronic Conditions,108,Lead Poisoning,Intoxicación con plomo,,Lead Poisoning,Intoxicación con plomo,added,1903,,,
965,Diseases and Chronic Conditions,109,Leprosy,Lepra,,Leprosy,Lepra,added,1904,,,
966,Diseases and Chronic Conditions,110,Leptospirosis,Leptospirosis,,Leptospirosis,Leptospirosis,added,1905,,,
967,Diseases and Chronic Conditions,111,Leukemia,Leucemia,,Leukemia,Leucemia,added,1906,,,
968,Diseases and Chronic Conditions,112,Lipoma,Lipoma,,Lipoma,Lipoma,added,1907,,,
969,Diseases and Chronic Conditions,113,Liver Disease,Enfermedad Hepática,,Liver Disease,Enfermedad Hepática,added,1908,,,
970,Diseases and Chronic Conditions,114,Lung Cancer,Cancer de pulmon,,Lung Cancer,Cancer de pulmon,added,1909,,,
971,Diseases and Chronic Conditions,115,Lupus,Lupus,,Lupus,Lupus,added,1910,,,
972,Diseases and Chronic Conditions,116,Lyme disease,Enfermedad de Lyme,,Lyme disease,Enfermedad de Lyme,added,1911,,,
973,Diseases and Chronic Conditions,117,Lymphoma,Linfoma,,Lymphoma,Linfoma,added,1912,,,
974,Diseases and Chronic Conditions,118,Mad cow disease,Enfermedad de las Vacas Locas,,Mad cow disease,Enfermedad de las Vacas Locas,added,1913,,,
975,Diseases and Chronic Conditions,119,Meningitis,Meningitis,,Meningitis,Meningitis,added,1914,,,
976,Diseases and Chronic Conditions,120,Meningococcal Disease,Enf. De Meningococo,,Meningococcal Disease,Enf. De Meningococo,added,1915,,,
977,Diseases and Chronic Conditions,121,Microcephaly,Microcefalia,,Microcephaly,Microcefalia,added,1916,,,
978,Diseases and Chronic Conditions,122,Middle Ear Infection (otitis media),Infección en el oído medio (Otitis media),,Middle Ear Infection (otitis media),Infección en el oído medio (Otitis media),added,1917,,,
979,Diseases and Chronic Conditions,123,Migrane headaches,Migrañas,,Migrane headaches,Migrañas,added,1918,,,
980,Diseases and Chronic Conditions,124,Mononucleosis,Mononucleosis,,Mononucleosis,Mononucleosis,added,1919,,,
981,Diseases and Chronic Conditions,125,Multiple Sclerosis- MS,Esclerosis Múltiple,,Multiple Sclerosis,Esclerosis Múltiple,added,1920,,,Sigla separada del término para mejorar la búsqueda.
982,Diseases and Chronic Conditions,126,Mumps,Paperas,,Mumps,Paperas,added,1921,,,
983,Diseases and Chronic Conditions,127,Muscular Atrophy,Atrofia Muscular,,Muscular Atrophy,Atrofia Muscular,added,1922,,,
984,Diseases and Chronic Conditions,128,Muscular Dystrophy,Distrofia Muscular,,Muscular Dystrophy,Distrofia Muscular,added,1923,,,
985,Diseases and Chronic Conditions,129,Myasis,Miasis,,Myasis,Miasis,added,1924,,,
986,Diseases and Chronic Conditions,130,Myocardial Infarction,Infarto del Miocardio,,Myocardial Infarction,Infarto del Miocardio,added,1925,,,
987,Diseases and Chronic Conditions,131,Neuralgia,Neuralgia,,Neuralgia,Neuralgia,added,1926,,,
988,Diseases and Chronic Conditions,132,Neurocysticercosis,Neurocisticercosis,,Neurocysticercosis,Neurocisticercosis,added,1927,,,
989,Diseases and Chronic Conditions,133,Neuropathy,Neuropatía,,Neuropathy,Neuropatía,added,1928,,,
990,Diseases and Chronic Conditions,134,Obesity,Obesidad,,Obesity,Obesidad,added,1929,,,
