id,english,spanish,category,subcategory,abbreviation,synonyms_en,synonyms_es,pronunciation,definition_es,clinical_context,caution,source_name,source_url,review_status,reviewed_by,review_date,notes,entry_type,meaning_group,context_note,spanish_neutral,spanish_us,spanish_latam,regional_variants,priority,frequency,difficulty,publication_status,source_accessed_date,created_date,updated_date,version,change_notes
615,Loss,Pérdida,Seguros y trámites,Accidentes y reclamaciones,,,,,Término bilingüe utilizado en contextos de accidentes y reclamaciones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Pérdida,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
616,Loss of life,"Muerte, fallecimiento",Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,"Muerte, fallecimiento",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
617,Loss of Power of Earnings Form,Formulario de incapacidad,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Formulario de incapacidad,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
618,Loss of use coverage,Cobertura por privación de uso,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Cobertura por privación de uso,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
619,Lubrication,Engrase,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Engrase,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
620,Lug wrench,Llave de cruz,Partes de carros,Partes y mantenimiento,,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Llave de cruz,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
621,Luggage rack,Parrilla para equipaje,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Parrilla para equipaje,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
622,Lump sum compensation,Indemnización global,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Indemnización global,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
623,Machine,Máquina,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Máquina,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
624,Magnesium (“mag.) rims,Rines de magnesio.,Partes de carros,Partes y mantenimiento,,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Rines de magnesio.,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
625,Major repairs,"Daños importantes, considerables",Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,"Daños importantes, considerables",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
626,Make,Marca,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Marca,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
627,Malpractice insurance,Seguro por ejercicio negligente de una profesión,Seguros y trámites,Beneficios e incapacidad,,,,,Término bilingüe utilizado en contextos de beneficios e incapacidad.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Seguro por ejercicio negligente de una profesión,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
628,Mandatory insurance,Seguro obligatorio,Seguros y trámites,Seguros y pólizas,,,,,Término bilingüe utilizado en contextos de seguros y pólizas.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Seguro obligatorio,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
629,Manual transmission,Caja de transmisión manual,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Caja de transmisión manual,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
630,Mislead (to),Mal informar,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Mal informar,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
631,Misleading evidence (to provide),Proporcionar pruebas engañosas,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 14.",Término,,,Proporcionar pruebas engañosas,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
632,Moving violation,Infracción de tránsito,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Infracción de tránsito,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
633,Muffler,Silenciador,Partes de carros,Partes y mantenimiento,,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Silenciador,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
634,No-fault loss,Pérdida sin haber tenido culpa,Seguros y trámites,Accidentes y reclamaciones,,,,,Término bilingüe utilizado en contextos de accidentes y reclamaciones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Pérdida sin haber tenido culpa,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
635,Non-insurable risk,Riesgo no asegurable,Seguros y trámites,Seguros y pólizas,,,,,Término bilingüe utilizado en contextos de seguros y pólizas.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Riesgo no asegurable,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
636,Non-owner insurance,Seguro de no propietario,Seguros y trámites,Seguros y pólizas,,,,,Término bilingüe utilizado en contextos de seguros y pólizas.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Seguro de no propietario,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
637,Notary public,Notario público,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Notario público,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
638,Occupational accident,Accidente de trabajo,Seguros y trámites,Accidentes y reclamaciones,,,,,Término bilingüe utilizado en contextos de accidentes y reclamaciones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Accidente de trabajo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
639,Occurrence-based policy,Póliza basada en incidentes,Seguros y trámites,Seguros y pólizas,,,,,Término bilingüe utilizado en contextos de seguros y pólizas.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Póliza basada en incidentes,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
640,Odometer,Indicador de millaje o kilometraje,Partes de carros,Partes y mantenimiento,,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Indicador de millaje o kilometraje,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
641,Off-ramp,Salida; rampa de salida,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Salida; rampa de salida,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
642,Officer,Oficial,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Oficial,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
643,On-ramp,Rampa de entrada,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Rampa de entrada,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
644,Opposing party,"Adversario, parte opositora",Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,"Adversario, parte opositora",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
645,Other than collision loss,Pérdida que no esté,Seguros y trámites,Accidentes y reclamaciones,,,,,Término bilingüe utilizado en contextos de accidentes y reclamaciones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Pérdida que no esté,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
646,Out-of-pocket expense,Desembolso en efectivo,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Desembolso en efectivo,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
647,Overhaul,Reparar el motor,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Reparar el motor,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
648,Overtake,"Sobrepasar, alcanzar y",Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,"Sobrepasar, alcanzar y",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
649,Pain and suffering,"Daños corporales, físicos y",Seguros y trámites,Beneficios e incapacidad,,,,,Término bilingüe utilizado en contextos de beneficios e incapacidad.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,"Daños corporales, físicos y",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
650,Passing lane,Carril para rebasar,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Carril para rebasar,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
651,Patrol car; Highway Patrol,Patrulla; Patrulla de caminos,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Patrulla; Patrulla de caminos,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
652,Personal injury protection (PIP),Cobertura (protección) contra daños personales,Partes de carros,Automotriz y seguros,PIP,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Cobertura (protección) contra daños personales,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
653,Pile-up (collision),"Colisión múltiple, accidente en cadena",Seguros y trámites,Accidentes y reclamaciones,,,,,Término bilingüe utilizado en contextos de accidentes y reclamaciones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,"Colisión múltiple, accidente en cadena",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
654,Policy,Póliza,Seguros y trámites,Seguros y pólizas,,,,,Término bilingüe utilizado en contextos de seguros y pólizas.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Póliza,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
655,Policyholder,Titular de la póliza,Seguros y trámites,Seguros y pólizas,,,,,Término bilingüe utilizado en contextos de seguros y pólizas.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Titular de la póliza,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
656,Posted speed limit,Límite de velocidad marcada o indicada,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Límite de velocidad marcada o indicada,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
657,Pothole,Bache,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Bache,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
658,Power brakes,Frenos de potencia,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Frenos de potencia,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
659,Power steering,Dirección hidráulica,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Dirección hidráulica,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
660,Power windows,Vidrios eléctricos,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Vidrios eléctricos,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
661,Premium,Prima,Seguros y trámites,Seguros y pólizas,,,,,Término bilingüe utilizado en contextos de seguros y pólizas.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 15.",Término,,,Prima,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
662,Process,"Trámite, procedimiento",Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,"Trámite, procedimiento",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
663,Product recall,Retiro de un producto del mercado por tener algún problema,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Retiro de un producto del mercado por tener algún problema,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
664,Proof of insurance,Comprobante de seguro,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Comprobante de seguro,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
665,Proof of policy,Comprobante de póliza,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Comprobante de póliza,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
666,Property damage,Daños a la propiedad,Seguros y trámites,Accidentes y reclamaciones,,,,,Término bilingüe utilizado en contextos de accidentes y reclamaciones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Daños a la propiedad,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
667,Protection barrier,Barandal de protección,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Barandal de protección,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
668,Pull over (to),Hacerse a un lado,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Hacerse a un lado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
669,Radiator cap,Tapa del radiador,Partes de carros,Partes y mantenimiento,,,,,Término bilingüe utilizado en contextos de partes y mantenimiento.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Tapa del radiador,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
670,Rating,Clasificación,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Clasificación,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
671,Rear tailgate (of a truck),Compuerta trasera de un camión,Legal,Documentos y procedimientos,,,,,Término bilingüe utilizado en contextos de documentos y procedimientos.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Compuerta trasera de un camión,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
672,Rear-end (collision),Choque por detrás,Seguros y trámites,Accidentes y reclamaciones,,,,,Término bilingüe utilizado en contextos de accidentes y reclamaciones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Choque por detrás,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
673,Reckless driving,Manejar con imprudencia,Partes de carros,Carreteras y tránsito,,,,,Término bilingüe utilizado en contextos de carreteras y tránsito.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Manejar con imprudencia,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
674,"Record, for the",Constar en el acta (para que,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Constar en el acta (para que,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
675,Recorded statement,Declaración grabada,Seguros y trámites,Accidentes y reclamaciones,,,,,Término bilingüe utilizado en contextos de accidentes y reclamaciones.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Declaración grabada,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
676,Recreational vehicle (RV),"Carro-casa, casa rodante",Partes de carros,Automotriz y seguros,RV,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,"Carro-casa, casa rodante",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
677,Registered owner,Propietario registrado,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Propietario registrado,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
678,Registration,"Matrícula, tenencia (Mex)",Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,"Matrícula, tenencia (Mex)",,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
679,Registration fee,Cuota para matricular un vehículo; pago de tenencia,Partes de carros,Automotriz y seguros,,,,,Término bilingüe utilizado en contextos de automotriz y seguros.,,,Finance and Insurance Vocabulary,,Borrador,,,"Importado del glosario proporcionado por el usuario, página 16.",Término,,,Cuota para matricular un vehículo; pago de tenencia,,,,Media,,Intermedia,Demo,2026-07-17,2026-07-17,2026-07-17,1.0,"Importación de vocabulario financiero, bancario, seguros, automotriz y asistencia pública"
